Date,Open,High,Low,Close,Adj Close,Volume
2021-08-20,560.0,563.0,551.0,552.0,529.8017578125,45614061
2021-08-23,560.0,572.0,559.0,566.0,543.23876953125,33685159
2021-08-24,574.0,575.0,571.0,572.0,548.9974365234375,24844800
2021-08-25,579.0,585.0,574.0,585.0,561.4747314453125,27504657
2021-08-26,601.0,603.0,591.0,594.0,570.1127319335938,43822008
2021-08-27,596.0,600.0,593.0,599.0,574.9116821289062,27105651
2021-08-30,602.0,605.0,599.0,605.0,580.67041015625,36575609
2021-08-31,604.0,614.0,598.0,614.0,589.3084716796875,52721470
2021-09-01,614.0,614.0,608.0,613.0,588.3486328125,30092045
2021-09-02,613.0,615.0,607.0,607.0,582.5899658203125,24112463
2021-09-03,610.0,620.0,610.0,620.0,595.0671997070312,51562454
2021-09-06,623.0,638.0,621.0,631.0,605.6248779296875,55589014
2021-09-07,634.0,634.0,623.0,623.0,597.9465942382812,26526056
2021-09-08,622.0,627.0,612.0,619.0,594.1072998046875,37817737
2021-09-09,612.0,620.0,610.0,619.0,594.1072998046875,18735512
2021-09-10,615.0,623.0,614.0,622.0,596.98681640625,16304725
2021-09-13,619.0,620.0,613.0,615.0,590.2682495117188,15198774
2021-09-14,618.0,618.0,612.0,613.0,588.3486328125,14441901
2021-09-15,610.0,613.0,607.0,607.0,582.5899658203125,23433501
2021-09-16,603.0,607.0,599.0,600.0,578.4923095703125,22467022
2021-09-17,600.0,610.0,599.0,600.0,578.4923095703125,40717715
2021-09-22,586.0,589.0,583.0,586.0,564.9942016601562,40642293
2021-09-23,588.0,593.0,588.0,588.0,566.9224853515625,21696296
2021-09-24,591.0,598.0,590.0,598.0,576.56396484375,16736973
2021-09-27,600.0,602.0,593.0,602.0,580.420654296875,19464241
2021-09-28,595.0,596.0,592.0,594.0,572.7074584960938,16707080
2021-09-29,580.0,583.0,577.0,580.0,559.2092895507812,49310524
2021-09-30,580.0,585.0,575.0,580.0,559.2092895507812,30465107
2021-10-01,579.0,579.0,571.0,574.0,553.4243774414062,36704493
2021-10-04,574.0,575.0,569.0,572.0,551.4959716796875,20957803
2021-10-05,562.0,572.0,560.0,572.0,551.4959716796875,33824024
2021-10-06,573.0,574.0,565.0,571.0,550.5318603515625,32508846
2021-10-07,575.0,582.0,572.0,580.0,559.2092895507812,27933054
2021-10-08,582.0,583.0,573.0,575.0,554.3885498046875,18279079
2021-10-12,570.0,575.0,564.0,575.0,554.3885498046875,26522907
2021-10-13,572.0,575.0,570.0,571.0,550.5318603515625,18914374
2021-10-14,579.0,579.0,573.0,573.0,552.4601440429688,13916927
2021-10-15,592.0,600.0,586.0,600.0,578.4923095703125,53150216
2021-10-18,604.0,604.0,590.0,590.0,568.850830078125,19158568
2021-10-19,598.0,600.0,593.0,600.0,578.4923095703125,17386359
2021-10-20,603.0,604.0,597.0,598.0,576.56396484375,16372520
2021-10-21,602.0,603.0,595.0,596.0,574.6357421875,16169014
2021-10-22,600.0,602.0,594.0,600.0,578.4923095703125,13995403
2021-10-25,597.0,597.0,590.0,593.0,571.7432861328125,16785568
2021-10-26,595.0,600.0,593.0,599.0,577.5281982421875,19998808
2021-10-27,598.0,599.0,594.0,599.0,577.5281982421875,14961858
2021-10-28,598.0,598.0,591.0,595.0,573.6715698242188,16570044
2021-10-29,595.0,596.0,589.0,590.0,568.850830078125,25763960
2021-11-01,591.0,593.0,590.0,590.0,568.850830078125,16089351
2021-11-02,594.0,597.0,590.0,592.0,570.7791137695312,15192404
2021-11-03,597.0,597.0,592.0,592.0,570.7791137695312,10224009
2021-11-04,592.0,594.0,585.0,587.0,565.9583129882812,17932145
2021-11-05,598.0,600.0,595.0,600.0,578.4923095703125,33270827
2021-11-08,600.0,602.0,598.0,602.0,580.420654296875,19752355
2021-11-09,611.0,617.0,610.0,611.0,589.0980224609375,39538660
2021-11-10,611.0,612.0,608.0,612.0,590.0620727539062,16027674
2021-11-11,600.0,606.0,600.0,606.0,584.2772216796875,18463848
2021-11-12,610.0,611.0,602.0,604.0,582.3489379882812,15821327
2021-11-15,609.0,611.0,607.0,608.0,586.20556640625,15551452
2021-11-16,612.0,612.0,608.0,610.0,588.1338500976562,20917108
2021-11-17,615.0,615.0,608.0,610.0,588.1338500976562,19717852
2021-11-18,613.0,614.0,607.0,613.0,591.0263061523438,20030651
2021-11-19,622.0,623.0,617.0,618.0,595.8470458984375,35554348
2021-11-22,618.0,618.0,615.0,615.0,592.9546508789062,20312168
2021-11-23,615.0,615.0,611.0,612.0,590.0620727539062,19431694
2021-11-24,612.0,612.0,602.0,603.0,581.384765625,20391940
2021-11-25,605.0,607.0,601.0,603.0,581.384765625,11888265
2021-11-26,598.0,601.0,592.0,596.0,574.6357421875,26588102
2021-11-29,594.0,598.0,591.0,593.0,571.7432861328125,23379558
2021-11-30,597.0,600.0,591.0,596.0,574.6357421875,62021697
2021-12-01,596.0,603.0,594.0,600.0,578.4923095703125,21403404
2021-12-02,605.0,615.0,602.0,615.0,592.9546508789062,45125742
2021-12-03,614.0,614.0,606.0,608.0,586.20556640625,23045832
2021-12-06,603.0,609.0,600.0,600.0,578.4923095703125,23589363
2021-12-07,602.0,607.0,597.0,607.0,585.241455078125,18606530
2021-12-08,614.0,614.0,602.0,602.0,580.420654296875,20801543
2021-12-09,606.0,608.0,602.0,608.0,586.20556640625,11039070
2021-12-10,605.0,608.0,602.0,605.0,583.3130493164062,10497451
2021-12-13,609.0,610.0,601.0,601.0,579.45654296875,17711657
2021-12-14,598.0,600.0,597.0,599.0,577.5281982421875,22579034
2021-12-15,597.0,601.0,596.0,600.0,578.4923095703125,21827730
2021-12-16,605.0,605.0,601.0,605.0,585.9989013671875,21809022
2021-12-17,601.0,607.0,599.0,607.0,587.9361572265625,24105733
2021-12-20,607.0,607.0,598.0,598.0,579.21875,21381070
2021-12-21,597.0,600.0,595.0,597.0,578.2501831054688,17001461
2021-12-22,598.0,601.0,598.0,600.0,581.1558837890625,9831802
2021-12-23,607.0,608.0,602.0,606.0,586.9674682617188,16654439
2021-12-24,606.0,609.0,604.0,604.0,585.0303955078125,11059689
2021-12-27,604.0,610.0,604.0,606.0,586.9674682617188,16259872
2021-12-28,610.0,615.0,610.0,615.0,595.6848754882812,33892718
2021-12-29,615.0,619.0,614.0,616.0,596.6535034179688,24518766
2021-12-30,619.0,620.0,615.0,615.0,595.6848754882812,19681276
2022-01-03,619.0,632.0,618.0,631.0,611.1823120117188,69089158
2022-01-04,645.0,656.0,644.0,656.0,635.3971557617188,79434666
2022-01-05,669.0,669.0,646.0,650.0,629.5855712890625,69593809
2022-01-06,638.0,646.0,636.0,644.0,623.7739868164062,53210211
2022-01-07,643.0,646.0,632.0,634.0,614.0881958007812,38249908
2022-01-10,628.0,645.0,627.0,643.0,622.8054809570312,38289770
2022-01-11,646.0,651.0,639.0,651.0,630.55419921875,33196585
2022-01-12,657.0,660.0,650.0,660.0,639.2716064453125,38860063
2022-01-13,658.0,662.0,655.0,661.0,640.2401123046875,38137411
2022-01-14,673.0,673.0,661.0,672.0,650.8946533203125,95200777
2022-01-17,685.0,688.0,678.0,683.0,661.5492553710938,59614236
2022-01-18,678.0,681.0,662.0,662.0,641.208740234375,43593330
2022-01-19,652.0,660.0,651.0,654.0,633.4599609375,40381333
2022-01-20,650.0,657.0,646.0,651.0,630.55419921875,46474584
2022-01-21,644.0,646.0,637.0,641.0,620.8683471679688,49577684
2022-01-24,639.0,655.0,637.0,653.0,632.4915161132812,47134502
2022-01-25,643.0,645.0,638.0,641.0,620.8683471679688,52318736
2022-01-26,635.0,641.0,635.0,636.0,616.0252685546875,29957189
2022-02-07,644.0,644.0,631.0,635.0,615.0567626953125,56836469
2022-02-08,645.0,645.0,628.0,628.0,608.276611328125,39718217
2022-02-09,635.0,637.0,630.0,633.0,613.1195678710938,30048791
2022-02-10,639.0,649.0,637.0,649.0,628.6170043945312,34587133
2022-02-11,646.0,650.0,642.0,650.0,629.5855712890625,26723278
2022-02-14,640.0,641.0,635.0,637.0,616.993896484375,27826382
2022-02-15,633.0,639.0,633.0,633.0,613.1195678710938,21970460
2022-02-16,645.0,646.0,640.0,646.0,625.7113647460938,25191741
2022-02-17,644.0,646.0,641.0,645.0,624.74267578125,18135080
2022-02-18,638.0,639.0,636.0,637.0,616.993896484375,20804191
2022-02-21,633.0,636.0,632.0,632.0,612.1509399414062,23797502
2022-02-22,628.0,630.0,625.0,627.0,607.3080444335938,34086593
2022-02-23,624.0,629.0,623.0,625.0,605.3707275390625,31953054
2022-02-24,618.0,619.0,604.0,604.0,585.0303955078125,73663161
2022-02-25,600.0,609.0,600.0,604.0,585.0303955078125,89012516
2022-03-01,599.0,610.0,599.0,604.0,585.0303955078125,66720867
2022-03-02,601.0,605.0,600.0,601.0,582.1245727539062,40693457
2022-03-03,603.0,607.0,601.0,602.0,583.0932006835938,33792420
2022-03-04,595.0,597.0,592.0,595.0,576.31298828125,55917115
2022-03-07,580.0,581.0,575.0,576.0,557.9097290039062,86496560
2022-03-08,561.0,570.0,561.0,563.0,545.3180541992188,79029914
2022-03-09,567.0,573.0,567.0,568.0,550.1610107421875,52155415
2022-03-10,585.0,589.0,582.0,587.0,568.5642700195312,45630467
2022-03-11,581.0,582.0,574.0,575.0,556.9412231445312,38943098
2022-03-14,574.0,577.0,572.0,572.0,554.0353393554688,33919577
2022-03-15,562.0,563.0,558.0,558.0,540.4750366210938,74092231
2022-03-16,564.0,565.0,555.0,558.0,543.15185546875,43438327
2022-03-17,578.0,583.0,575.0,582.0,566.5132446289062,60959900
2022-03-18,582.0,582.0,576.0,581.0,565.5398559570312,46242430
2022-03-21,583.0,589.0,583.0,586.0,570.4067993164062,21400273
2022-03-22,577.0,586.0,577.0,583.0,567.4866333007812,20246949
2022-03-23,590.0,590.0,586.0,590.0,574.3004150390625,25902069
2022-03-24,587.0,592.0,585.0,591.0,575.2737426757812,20060758
2022-03-25,597.0,598.0,595.0,598.0,582.0875244140625,26122381
2022-03-28,581.0,586.0,580.0,584.0,568.4599609375,26391576
2022-03-29,586.0,589.0,584.0,589.0,573.3269653320312,14892032
2022-03-30,599.0,600.0,597.0,600.0,584.0342407226562,41230239
2022-03-31,602.0,602.0,594.0,597.0,581.114013671875,22700114
2022-04-01,585.0,589.0,584.0,589.0,573.3269653320312,29732696
2022-04-06,578.0,580.0,575.0,578.0,562.61962890625,37645873
2022-04-07,571.0,573.0,566.0,566.0,550.9390258789062,42904743
2022-04-08,567.0,570.0,566.0,567.0,551.912353515625,28024587
2022-04-11,563.0,566.0,558.0,558.0,543.15185546875,36820094
2022-04-12,554.0,564.0,552.0,557.0,542.178466796875,30671407
2022-04-13,564.0,576.0,563.0,573.0,557.7527465820312,35865970
2022-04-14,577.0,578.0,573.0,573.0,557.7527465820312,19056590
2022-04-15,562.0,566.0,561.0,562.0,547.04541015625,28253360
2022-04-18,559.0,566.0,558.0,561.0,546.072021484375,15800959
2022-04-19,566.0,569.0,563.0,565.0,549.965576171875,16614705
2022-04-20,570.0,570.0,562.0,570.0,554.8324584960938,27606307
2022-04-21,571.0,571.0,565.0,565.0,549.965576171875,18383650
2022-04-22,558.0,559.0,557.0,558.0,543.15185546875,29283846
2022-04-25,550.0,552.0,546.0,547.0,532.4445190429688,43389591
2022-04-26,550.0,551.0,544.0,546.0,531.47119140625,35825421
2022-04-27,530.0,532.0,526.0,526.0,512.00341796875,55941533
2022-04-28,530.0,532.0,523.0,531.0,516.8703002929688,45380836
2022-04-29,547.0,547.0,535.0,538.0,523.68408203125,36664644
2022-05-03,538.0,540.0,530.0,531.0,516.8703002929688,26317509
2022-05-04,533.0,537.0,530.0,534.0,519.7904663085938,16569622
2022-05-05,543.0,544.0,539.0,542.0,527.57763671875,20374772
2022-05-06,528.0,531.0,526.0,528.0,513.9501342773438,32467268
2022-05-09,523.0,524.0,520.0,520.0,506.1630554199219,23709774
2022-05-10,506.0,519.0,505.0,518.0,504.21624755859375,41679907
2022-05-11,518.0,526.0,518.0,521.0,507.136474609375,27157254
2022-05-12,516.0,518.0,505.0,505.0,491.56219482421875,32532963
2022-05-13,507.0,514.0,506.0,511.0,497.4024963378906,29074177
2022-05-16,521.0,524.0,518.0,520.0,506.1630554199219,21163106
2022-05-17,521.0,533.0,520.0,530.0,515.8969116210938,24496974
2022-05-18,541.0,541.0,534.0,538.0,523.68408203125,30568176
2022-05-19,523.0,527.0,520.0,522.0,508.10980224609375,29019751
2022-05-20,524.0,532.0,523.0,530.0,515.8969116210938,22651205
2022-05-23,533.0,534.0,528.0,528.0,513.9501342773438,17054170
2022-05-24,530.0,531.0,520.0,520.0,506.1630554199219,17802308
2022-05-25,522.0,529.0,520.0,524.0,510.0566101074219,22176476
2022-05-26,523.0,525.0,513.0,514.0,500.3226623535156,28327403
2022-05-27,524.0,530.0,522.0,530.0,515.8969116210938,27866643
2022-05-30,538.0,547.0,537.0,547.0,532.4445190429688,34476433
2022-05-31,542.0,560.0,540.0,560.0,545.0986328125,72405873
2022-06-01,550.0,555.0,548.0,549.0,534.391357421875,29155176
2022-06-02,544.0,545.0,540.0,540.0,525.6307983398438,21420890
2022-06-06,541.0,544.0,538.0,540.0,525.6307983398438,17615003
2022-06-07,535.0,538.0,532.0,535.0,520.7638549804688,19497532
2022-06-08,539.0,545.0,538.0,544.0,529.5244750976562,18835521
2022-06-09,538.0,542.0,537.0,541.0,526.604248046875,16338602
2022-06-10,530.0,533.0,529.0,530.0,515.8969116210938,21357130
2022-06-13,518.0,519.0,515.0,516.0,502.2694396972656,32854092
2022-06-14,507.0,514.0,507.0,513.0,499.34930419921875,36304444
2022-06-15,508.0,515.0,508.0,509.0,495.4556884765625,35680283
2022-06-16,515.0,516.0,507.0,508.0,497.16839599609375,26909199
2022-06-17,499.5,503.0,499.0,501.0,490.31768798828125,43566737
2022-06-20,500.0,502.0,495.0,498.0,487.38165283203125,34209693
2022-06-21,501.0,505.0,499.0,505.0,494.2323913574219,33223685
2022-06-22,501.0,503.0,494.5,494.5,483.9562683105469,31034893
2022-06-23,492.0,493.5,485.0,485.5,475.1481628417969,43548940
2022-06-24,489.5,492.5,485.5,486.5,476.1268615722656,27911980
2022-06-27,496.0,506.0,495.5,498.5,487.8709411621094,37909718
2022-06-28,496.0,500.0,496.0,497.5,486.8923034667969,15274062
2022-06-29,496.0,498.5,491.0,491.0,480.5308837890625,30533789
2022-06-30,484.5,486.5,476.0,476.0,465.8507080078125,46311432
2022-07-01,471.5,474.0,452.5,453.5,443.8304443359375,61744377
2022-07-04,443.0,451.5,440.0,440.0,430.6183166503906,52445919
2022-07-05,449.5,451.5,433.0,446.0,436.4903869628906,50084244
2022-07-06,442.0,447.5,435.0,435.5,426.2142333984375,40549763
2022-07-07,442.0,459.0,438.5,457.5,447.7452087402344,48151202
2022-07-08,470.0,470.5,461.5,467.0,457.0426330566406,37897895
2022-07-11,468.0,470.5,461.0,462.0,452.14923095703125,21941710
2022-07-12,458.0,458.0,449.5,449.5,439.915771484375,23036423
2022-07-13,470.5,473.0,466.0,470.5,460.4679870605469,44035695
2022-07-14,466.0,477.5,463.0,475.0,464.87200927734375,31936258
2022-07-15,481.0,494.0,477.0,492.5,481.9988708496094,51846909
2022-07-18,495.5,498.5,488.5,495.5,484.9349060058594,39179575
2022-07-19,487.5,493.0,486.5,491.0,480.5308837890625,19874865
2022-07-20,502.0,503.0,491.5,495.0,484.4456481933594,35436652
2022-07-21,496.0,501.0,494.0,501.0,490.31768798828125,22285593
2022-07-22,505.0,505.0,500.0,503.0,492.2750549316406,25216400
2022-07-25,500.0,503.0,498.0,499.5,488.8496398925781,15245346
2022-07-26,499.5,499.5,491.0,495.0,484.4456481933594,18024265
2022-07-27,494.0,502.0,491.0,502.0,491.29632568359375,17166365
2022-07-28,509.0,509.0,499.0,501.0,490.31768798828125,33844011
2022-07-29,508.0,510.0,504.0,509.0,498.1470642089844,29045617
2022-08-01,506.0,508.0,500.0,504.0,493.25372314453125,24117969
2022-08-02,494.0,496.0,488.5,492.0,481.50958251953125,39838155
2022-08-03,494.0,501.0,493.0,501.0,490.31768798828125,27603474
2022-08-04,499.0,503.0,495.0,500.0,489.3390197753906,26027618
2022-08-05,509.0,516.0,507.0,516.0,504.997802734375,32784279
2022-08-08,510.0,515.0,509.0,512.0,501.0830993652344,19333128
2022-08-09,507.0,511.0,504.0,510.0,499.12579345703125,21164373
2022-08-10,500.0,503.0,499.5,500.0,489.3390197753906,20861380
2022-08-11,513.0,514.0,510.0,514.0,503.04046630859375,23740033
2022-08-12,515.0,518.0,514.0,517.0,505.97650146484375,19535923
2022-08-15,520.0,524.0,519.0,523.0,511.8486022949219,21273166
2022-08-16,526.0,526.0,523.0,525.0,513.805908203125,20720414
2022-08-17,524.0,527.0,521.0,527.0,515.7633056640625,27143102
2022-08-18,520.0,521.0,519.0,520.0,508.9125671386719,17831084
2022-08-19,519.0,523.0,517.0,519.0,507.93389892578125,14022812
2022-08-22,511.0,514.0,510.0,512.0,501.0830993652344,11494000
2022-08-23,503.0,506.0,502.0,504.0,493.25372314453125,19191108
2022-08-24,504.0,508.0,503.0,503.0,492.2750549316406,14363212
2022-08-25,505.0,510.0,504.0,508.0,497.16839599609375,9357138
2022-08-26,513.0,515.0,511.0,512.0,501.0830993652344,12914846
2022-08-29,497.0,502.0,496.0,498.5,487.8709411621094,26590824
2022-08-30,497.5,500.0,496.0,496.0,485.4242858886719,24214535
2022-08-31,492.0,505.0,492.0,505.0,494.2323913574219,39357089
2022-09-01,495.0,495.5,490.0,490.5,480.04156494140625,39168672
2022-09-02,488.0,489.5,485.0,485.0,474.6588134765625,29982959
2022-09-05,485.0,488.0,484.0,486.0,475.63751220703125,15903415
2022-09-06,488.5,491.5,486.5,489.0,478.57354736328125,16700285
2022-09-07,477.0,478.0,472.0,472.5,462.42535400390625,34678562
2022-09-08,473.0,475.0,472.0,475.0,464.87200927734375,27931552
2022-09-12,485.0,491.0,485.0,486.5,476.1268615722656,21597212
2022-09-13,495.0,495.0,491.0,493.0,482.4882507324219,16507036
2022-09-14,478.5,482.5,476.0,480.0,469.7654113769531,22645714
2022-09-15,476.0,480.0,476.0,476.5,469.0271911621094,23104850
2022-09-16,470.5,472.0,469.0,472.0,464.5977478027344,39087513
2022-09-19,472.0,473.0,466.5,467.0,459.6761474609375,17182380
2022-09-20,470.5,478.0,470.0,476.5,469.0271911621094,19842582
2022-09-21,473.5,475.5,468.5,471.0,463.61346435546875,24154633
2022-09-22,462.0,468.0,459.0,464.5,457.21539306640625,29702508
2022-09-23,458.5,460.5,455.0,455.0,447.8643493652344,29757787
2022-09-26,443.0,454.0,443.0,446.5,439.4976501464844,32342267
2022-09-27,449.0,451.5,446.0,448.0,440.97412109375,24961404
2022-09-28,447.0,449.0,438.0,438.0,431.1309814453125,34402652
2022-09-29,443.0,443.5,432.0,435.0,428.17803955078125,41094780
2022-09-30,424.5,427.5,422.0,422.0,415.38189697265625,48266800
2022-10-03,418.5,424.5,416.5,417.0,410.4602966308594,36044395
2022-10-04,429.5,432.0,427.0,429.0,422.2721252441406,40375000
2022-10-05,444.5,451.0,442.0,445.0,438.02117919921875,46496536
2022-10-06,450.5,451.0,447.0,451.0,443.9270935058594,30331834
2022-10-07,448.5,448.5,437.0,438.0,431.1309814453125,31941781
2022-10-11,408.0,412.5,401.0,401.5,395.2033996582031,95793819
2022-10-12,397.0,400.0,395.5,397.5,391.26611328125,53570085
2022-10-13,400.5,403.0,395.0,395.0,388.8053283691406,38046284
2022-10-14,414.5,416.0,409.0,412.0,405.5387268066406,54504366
2022-10-17,400.0,403.5,396.0,397.0,390.7739562988281,41512192
2022-10-18,406.5,407.0,399.5,407.0,400.61712646484375,40093216
2022-10-19,404.0,405.0,395.5,395.5,389.2974853515625,46385177
2022-10-20,391.0,397.5,386.0,397.5,391.26611328125,52938069
2022-10-21,395.5,398.5,389.5,389.5,383.3916015625,35923505
2022-10-24,395.0,397.5,387.0,387.0,380.9307861328125,46714078
2022-10-25,380.0,382.5,371.0,371.0,365.1817321777344,76416687
2022-10-26,370.5,379.0,370.0,376.0,370.103271484375,58850484
2022-10-27,384.5,389.0,382.5,385.5,379.4543151855469,45684455
2022-10-28,379.5,382.0,375.0,379.5,373.5484313964844,40184472
2022-10-31,386.0,390.0,381.0,390.0,383.8837585449219,38409054
2022-11-01,388.5,393.0,386.0,391.5,385.3602294921875,41426496
2022-11-02,391.0,395.0,388.5,395.0,388.8053283691406,22535650
2022-11-03,385.0,387.0,383.5,384.0,377.9778137207031,39731333
2022-11-04,381.0,384.5,378.5,382.0,376.0091857910156,28397417
2022-11-07,390.0,393.0,387.0,390.0,383.8837585449219,35387706
2022-11-08,395.0,399.5,394.0,399.0,392.74261474609375,31838223
2022-11-09,403.5,417.0,403.5,417.0,410.4602966308594,52260831
2022-11-10,409.0,411.5,406.0,407.5,401.1092834472656,32044942
2022-11-11,441.5,442.0,435.0,441.5,434.5760803222656,80016195
2022-11-14,450.0,450.0,441.5,445.0,438.02117919921875,61933190
2022-11-15,465.0,487.0,462.0,480.0,472.4723205566406,113379796
2022-11-16,491.5,494.0,481.5,487.0,479.36248779296875,85726375
2022-11-17,482.5,485.0,475.0,485.0,477.3938903808594,45144984
2022-11-18,491.5,494.0,486.0,487.0,479.36248779296875,35859717
2022-11-21,487.5,489.5,480.5,482.0,474.4409484863281,29710180
2022-11-22,476.0,491.0,476.0,491.0,483.2998046875,37343127
2022-11-23,494.5,496.0,488.5,492.0,484.28411865234375,33475337
2022-11-24,494.0,496.0,492.0,496.0,488.2213439941406,27396552
2022-11-25,494.0,498.0,494.0,498.0,490.19000244140625,39949969
2022-11-28,486.0,490.0,480.5,480.5,472.9644470214844,38926919
2022-11-29,473.5,488.0,473.0,487.0,479.36248779296875,38182197
2022-11-30,483.0,490.0,482.5,490.0,482.3154602050781,57111603
2022-12-01,506.0,508.0,498.5,498.5,490.68212890625,41746878
2022-12-02,490.0,497.0,490.0,492.5,484.7762451171875,28319679
2022-12-05,491.5,497.5,489.0,489.0,481.3311462402344,28360444
2022-12-06,488.0,489.0,478.0,478.0,470.5036315917969,40561068
2022-12-07,477.0,485.5,475.0,475.0,467.5506896972656,36563503
2022-12-08,475.0,475.0,467.0,471.5,464.1055908203125,27238567
2022-12-09,478.0,484.5,476.0,481.5,473.9487609863281,25915337
2022-12-12,476.5,478.0,473.5,475.0,467.5506896972656,20973334
2022-12-13,473.0,476.0,471.0,471.5,464.1055908203125,33272826
2022-12-14,472.0,480.5,472.0,480.5,472.9644470214844,30636639
2022-12-15,476.0,481.5,474.5,480.5,475.6868896484375,24222008
2022-12-16,466.5,471.0,465.5,471.0,466.2820739746094,47601400
2022-12-19,466.5,469.5,465.0,466.5,461.8271179199219,21075559
2022-12-20,465.0,467.0,455.0,457.5,452.9172668457031,31139235
2022-12-21,460.0,463.0,457.0,459.0,454.40228271484375,36182644
2022-12-22,466.5,469.0,464.0,468.0,463.3121032714844,14047382
2022-12-23,457.5,458.5,455.0,455.0,450.44232177734375,24927413
2022-12-26,454.0,457.0,453.5,456.5,451.9272766113281,8793306
2022-12-27,458.0,462.5,457.0,457.0,452.4222717285156,10264001
2022-12-28,451.0,452.0,446.0,451.0,446.4823913574219,32578949
2022-12-29,444.0,449.5,442.5,446.0,441.532470703125,23020759
2022-12-30,455.0,456.5,448.5,448.5,444.0074157714844,21683478
